instruction,image_url
"Please pick up the blue block that is to your farthest left on the table. It is the one almost directly in front of a green block, and to the left of an orange block.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_7_v1.png
Pick up the green block that is closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_9_v2.png
grab the green block closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_9_v2.png
Pick the yellow block that is the closest to me,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_5_v2.png
Pick up the yellow block furthest from you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_5_v2.png
Pick up the green block closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_1_v2.png
Pick up the orange block that is closest to you. It is touching a blue block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_10_v2.png
Pick up the closest orange block on your right side.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_10_v2.png
Narrow search to only blue blocks. Look at the blue blocks closest to the left edge of the table. Pick up the blue block that is second-closest to the left edge of the table.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_2_v1.png
"There are five green blocks on the farthest left and I would like you to pick up the middle block in that section, the block that is third-closest to you.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_6_v1.png
"There are 2 blue blocks far from you that are touching or almost touching each other. Of those 2 blue blocks, pick up the one on the left.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v1.png
grab the green block that is right in front of you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_9_v2.png
Pick up the green block in the very middle behind the yellow block,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_8_v2.png
pick the highest green block,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_9_v1.png
Pick up the green block closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_1_v2.png
Grab the 3rd blue block starting from the right side.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_2_v2.png
"There are two blue blocks on your right hand side that have two yellow blocks between them, pick up the yellow block that is on your right side but closest to the blue and yellow blocks in a row.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_4_v2.png
grab the left-most orange block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_10_v1.png
Pick up the orange block furthest from you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_5_v1.png
Pick up the yellow block that is the farthest away from you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_5_v2.png
Grab the second furthest blue block away from you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v1.png
Pick up the blue block second from your left.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_2_v1.png
pick up the orange block near to the yellow block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_13_v1.png
"Looking at the arrangement on the table, please pick up the blue block that is furthest to the right.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_7_v1.png
Pick up the orange block closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_10_v2.png
Pick up the yellow block on the left in the second row of yellow.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_13_v2.png
Pick up the yellow block to the right of the blue block on the left side.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_4_v1.png
Take the yellow block that is surrounded by blocks on all sides.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_11_v1.png
PIck up the orange block closest to me,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_5_v1.png
Pick up the green block directly in front of you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_3_v1.png
Look at the group of 3 green blocks that are touching in the middle of the group.  Grab the leftmost one out of those 3.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_8_v2.png
Pick up the exact center green block just under the yellow block,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_8_v2.png
pick up the closest yellow cube to you that is touching a green cube,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_13_v2.png
Pick up the closest green block,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_3_v1.png
Look at the orange block that is closest to me. Reach across and grab that and pick it up.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_5_v1.png
From your perspective i would pick the yellow cube the is second farthest left.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_11_v1.png
"Pick up the second yellow block to your left, the one in the middle of three green blocks and one blue block.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_11_v1.png
Pick up the closest block to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_9_v2.png
Pick the blue block that's on the right side of the table - it is pretty close to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_11_v2.png
Pick up the blue block to your left that is immediately in front of an orange and a blue block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_2_v2.png
Take the blue block on the right.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_7_v1.png
Pick up the blue block that is behind the orange block closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_2_v2.png
Pick up the closest green block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_9_v2.png
"Looking at the blocks, on your right side is an orange block with two yellow ones above it. Pick up the yellow block at the very top, the one before you get to the blue one.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_4_v2.png
"pick up the green block, third from the top next to the two orange blocks.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_6_v2.png
Pick up the yellow block that is directly behind the yellow block that is behind the first orange block on your right.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_4_v2.png
there is 3 green blocks in a triangle formation the top one closest to you,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_6_v1.png
Pick up the blue block that is to my rightest.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_7_v1.png
"Raise your left hand, place it on the table, slide it forward to the first blue block on your left hand side.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_11_v2.png
see those green blocks together? Pick up the one on the left.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_8_v2.png
Pick up the orange block that is the closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_10_v2.png
Pick up the blue block that sits farthest to your right.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_14_v1.png
please pick up the orange block on the left next to the blue,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_10_v2.png
Pick up the second block from the left.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_2_v1.png
Pick up the nearest green block that is directly northwest of the yellow block closest to me.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_8_v1.png
pick up the blue block right in front of the first green block on your side.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_14_v2.png
"There is a circle of blocks. Grab not the one at the most top, but the one to the right of it.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_8_v1.png
Pick up the green block that is by itself.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_1_v2.png
the green block closest to you,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_1_v2.png
Pick up the orange block closest to you on your right hand side.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_10_v2.png
Pick up the second yellow block that is after the brown block on your right.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_4_v2.png
Pick up the green block that is in the center of the group and that has its top edge touching the lower of the orange blocks.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_6_v2.png
"On your left hand side, count 2 blocks, then grab the one immediately after it.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_13_v2.png
Pickup the blue block that is farthest away.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v2.png
orange block way in the back all by itself,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_10_v1.png
Grab the blue block that is closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v2.png
From your perspective i would pick the orange one that is far up top and far right.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_10_v1.png
Choose the yellow block that is closest to me.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_5_v2.png
Pick up the blue block that is the second closest to me.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v1.png
I would tell the robot to pick up the green block on the far right just above the two blue blocks,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_3_v2.png
Please pick up the orange block that is closest to me.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_5_v1.png
Look for the orange block that is furthest to the right. Count 2 yellow blocks back going away from you. That second yellow block is the one you should pick up.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_4_v2.png
Pick up the blue block that is right above that orange block furthest away from you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v1.png
Pick up the left most purple block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_7_v1.png
Pick up the blue block on your right.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_11_v2.png
Pick up the green block closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_1_v2.png
Pick up the green block farthest away from you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_9_v1.png
pick up the green block closest to you,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_9_v2.png
Pick the green block which is the farthest to my right.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_7_v2.png
"Pick up the blue block on your left, which is the second from the left nearest you.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_2_v1.png
You are to pick up a yellow block on your left side. It is not the block closest to you and all alone. It is the one the is below the blue block and has a green block on the right of it.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_11_v1.png
Please select the blue block near the green block closest to you in the center of the table.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_14_v2.png
Please pick up the yellow block,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_1_v1.png
Pick up the blue block that is closest to me.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v2.png
pick up the farthest yellow block,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_5_v2.png
Pick up the last row orange block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_10_v1.png
the blue block on your right hand side,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_11_v2.png
pick up the yellow block,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_1_v1.png
Pick up the first orange block on the right side,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_10_v2.png
Pick up the orange block that is directly in front of your right hand,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_10_v2.png
Pick up the orange block that is off by itself.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_10_v1.png
Pick up the green block that is closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_1_v2.png
Pick up the green block nearest you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_9_v2.png
pick up the green block that is directly in the center of all the blocks.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_8_v2.png
Pick p the yellow block that is furthest away from your  center.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_5_v2.png
Pick up the yellow block that is to the right and behind the orange block,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_4_v2.png
Pick up the blue block that is just closer than the farthest blue block from you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v1.png
the third blue block from your left,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_2_v2.png
Pick up the block furthest from you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v2.png
Pick up the blue block that is touching the green block closest to  you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_14_v2.png
Pick up the closer yellow block that's touching a green block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_13_v2.png
Pick up the 3rd blue block from your right.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_2_v2.png
Pick up the yellow block that is farthest from you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_5_v2.png
Pick up the yellow block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_1_v1.png
Pick up the green block that is directly in front of you and has a yellow block to its left.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_9_v2.png
pick up the yellow block,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_1_v1.png
Pick up the left blue block that is in the pair of blue blocks farthest from you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v1.png
Choose the green box that is closest to me.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_9_v1.png
Pick up the green block closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_9_v2.png
From your perspective i would pick  i would pick the closest green block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_9_v2.png
Pick up the blue block that is farthest on your left.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_7_v1.png
Grab the green block directly behind the group of touching green blocks on your left.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_6_v1.png
Pick up the green block closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_3_v1.png
Look at the arrangement of blocks on the table and pick up the yellow block which is closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_5_v2.png
Please pick up the second green block from your right within a string of three green blocks between to blue blocks.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_8_v1.png
Pick up the leftmost blue block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_7_v1.png
the green block that is the furthest from you,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_9_v1.png
Pick up the blue block that is furthest to your left.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_7_v1.png
pick up the orange block closest to me,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_10_v1.png
Pick up the yellow block to the right of the green block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_13_v2.png
Please pick up the green block on the left side of the table.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_3_v2.png
Look for a yellow block. Pick up the yellow block furthest from you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_5_v2.png
Pick up the farthest orange block from you on your left.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_10_v1.png
Pick up the blue block at the top of the table located directly to the left of another blue block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v1.png
Pick up the blue block that is right below the blue block furthest away from you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v1.png
"To the right of you, grab the block at the utmost top to the right.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_1_v1.png
Please select the yellow block next to the blue block on your right hand side near the center of the table.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_4_v1.png
Look for an orange block. Pick up the orange block that is closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_13_v1.png
There are two yellow blocks directly between two blue blocks.  Pick the yellow block that is furthermost from your right.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_4_v1.png
Pick up the blue block which is farthest from you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v2.png
Pick up the blue block closest to me.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v2.png
Pick up the middle orange block,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_13_v1.png
Pick up the orange block closest to you,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_13_v1.png
Pick up the green block on your right.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_3_v2.png
Pick up the blue block farthest from you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v2.png
Pick up the orange block farthest away from you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_5_v1.png
There's two blue blocks furthest away from you. Pick up the center one.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v1.png
I would tell the robot to pick up the yellow block that is directly in front of the blue block on the right hand side.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_11_v1.png
"Pick up the second blue block from the left, which is also directly to the left of the orange block.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_2_v1.png
"Touch the block that's located on the furthest north from you, and then pick up the closest blue blue block",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v1.png
In the center of the group of blocks are three green blocks all lined up. Pick up the middle one.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_8_v1.png
Narrow search to only blue blocks. Look for the blue blocks that are closest to you. Pick up the one that is second-closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_14_v2.png
Take the blue block in the back that is next to another blue block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_12_v1.png
Pick up the yellow block that closest to a green block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_13_v2.png
Pick the green block that is right below the yellow block,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_8_v2.png
Pick up the green block furthest from you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_3_v2.png
Pick up the orange block that is closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_10_v2.png
"Pick up the green block that is the closet to you, right in front of you.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_3_v1.png
Pick up the green block closest to my right hand side and closest to me.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_9_v1.png
Pick up the blue block that's on your left side.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_7_v1.png
There is a group of three green block near the yellow block furthest from you. Pick up the left-most green block in front of the yellow block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_8_v2.png
Pick up the green block closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_9_v2.png
"Touch the first blue block on the table, from your right.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_7_v1.png
Pick up the middle of the three green blocks that are located on the middle of the table.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_8_v1.png
Pick up the blue block just past the green block closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_14_v2.png
Pick up the green block closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_9_v2.png
yellow block surrounded by more yellow blocks,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_4_v1.png
Pick up the blue block farthest to your right.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_14_v1.png
Pick up the yellow block that is surrounded by three green blocks and one blue block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_11_v1.png
you want the green one closest to you,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_3_v1.png
pick up right arm and go to the right middle and pick up block.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_4_v2.png
"Find the cluster of three blue blocks to your left.  Of the these three, pick up the blue block in the middle.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_2_v1.png
"To your left, grab the closest box after the first",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_2_v2.png
in the group of three green blocks in the center. choose the green block in the middle out of those three blocks,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_8_v1.png
"To your left, count 2 blocks then grab the one immediately after it.",https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_3_v2.png
Pick up the orange block that is closest to you.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_13_v1.png
Pick up the green block on the left of the pair that lined up perfectly.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_8_v1.png
Pick up the blue block to your left side.,https://raw.githubusercontent.com/dulangaweerakoon/images_mturk_pickplace/master/dist1/Configuration_7_v1.png
